,Player,College_Season,College,College_Games_Played,College_Games_Started,College_Field_Goals_Made_Per_Game,College_Field_Goals_Attempted_Per_Game,College_FG%,College_2PT_Field_Goals_Made_Per_Game,College_2PT_Field_Goals_Attempted_Per_Game,College_2PT_FG%,College_3PT_Field_Goals_Made_Per_Game,College_3PT_Field_Goals_Attempted_Per_Game,College_3PT_FG%,College_Free_Throws_Made_Per_Game,College_Free_Throws_Attempted_Per_Game,College_FT%,Offensive_Rebounds_pergame,Defensive_Rebounds_pergame,Total_Rebounds_pergame,Assists_pergame,Steals_pergame,Blocks_pergame,Turnovers_pergame,Fouls_pergame,Points_pergame,Team_strength_of_schedule
0,Jarrett Allen,Career,Texas,33,33,5.4,9.6,.566,5.4,9.4,.579,0.0,0.2,.000,2.5,4.5,.564,3.0,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,12.75
1,OG Anunoby,Career,Indiana,50,10,2.7,4.8,.563,2.1,3.3,.652,0.5,1.5,.365,0.9,1.8,.522,1.4,2.1,3.5,0.8,1.0,0.9,1.1,1.7,6.8,7.53
2,Tyler Lydon,Career,Syracuse,71,34,3.9,8.2,.476,2.5,4.8,.531,1.4,3.5,.400,2.4,2.9,.809,2.0,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6,9.11
3,Caleb Swanigan,Career,Purdue,69,69,5.1,10.2,.501,4.2,7.9,.537,0.9,2.3,.376,3.3,4.4,.760,2.2,8.2,10.4,2.4,0.4,0.5,3.0,2.5,14.4,8.12
4,Kyle Kuzma,Career,Utah,96,64,3.9,7.7,.506,3.3,5.9,.567,0.5,1.8,.302,1.8,2.8,.633,1.6,3.9,5.5,1.5,0.3,0.4,1.6,1.6,10.1,6.84
5,Tony Bradley,Career,UNC,38,0,2.7,4.7,.573,2.7,4.7,.573,0.0,0.0,,1.7,2.8,.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,11.76
6,Derrick White,Career,Colorado,34,32,6.0,11.9,.507,4.4,7.6,.569,1.7,4.2,.396,4.4,5.4,.813,1.0,3.1,4.1,4.4,1.2,1.4,2.4,2.1,18.1,6.00
7,Josh Hart,Career,Villanova,146,77,4.6,9.1,.511,3.2,5.4,.592,1.4,3.6,.389,2.5,3.4,.720,1.7,3.8,5.6,1.8,1.1,0.3,1.3,2.2,13.2,8.51
8,Frank Jackson,Career,Georgia Southern,52,13,1.8,3.8,.472,1.8,3.8,.472,0.0,0.0,,1.5,2.7,.550,,,4.3,0.3,0.2,1.0,,,5.0,-6.09
9,Davon Reed,Career,Miami (FL),131,99,3.3,7.8,.430,1.8,3.9,.466,1.5,3.9,.395,2.0,2.6,.779,0.7,3.0,3.6,1.6,0.9,0.4,1.4,1.9,10.3,8.24
10,Ivan Rabb,Career,California,65,64,4.8,8.8,.544,4.7,8.5,.549,0.1,0.3,.409,3.5,5.2,.666,2.9,6.6,9.4,1.2,0.6,1.1,1.8,3.1,13.2,7.10
11,Semi Ojeleye,,SMU,35,35,6.0,12.3,.487,3.9,7.4,.529,2.1,4.9,.424,4.9,6.3,.785,2.3,4.6,6.9,1.5,0.4,0.4,1.4,1.8,19.0,
12,Jordan Bell,Career,Oregon,105,62,3.3,5.4,.610,3.3,5.2,.622,0.0,0.2,.188,1.2,1.8,.630,2.1,4.7,6.8,1.5,1.1,2.2,1.5,2.3,7.8,8.23
13,Jawun Evans,Career,Oklahoma State,54,52,5.7,12.7,.448,4.7,10.2,.458,1.0,2.5,.407,4.2,5.1,.818,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6,10.51
14,Dwayne Bacon,Career,Florida State,69,67,6.1,13.5,.449,4.8,9.3,.510,1.3,4.1,.312,3.1,4.2,.733,1.2,3.8,5.0,1.6,1.0,0.1,2.1,1.9,16.5,8.52
15,Tyler Dorsey,Career,Oregon,75,74,4.6,10.0,.455,2.5,5.1,.493,2.1,5.0,.416,2.9,3.9,.732,1.1,2.8,3.9,1.8,0.8,0.1,1.7,1.8,14.1,8.51
16,Thomas Bryant,Career,Indiana,69,69,4.4,7.5,.592,4.0,6.4,.630,0.4,1.1,.373,3.0,4.1,.718,2.1,4.1,6.2,1.2,0.6,1.2,2.0,2.9,12.2,7.53
17,Damyean Dotson,,Houston,64,64,5.7,11.8,.485,3.1,5.3,.575,2.7,6.5,.412,1.5,1.9,.832,1.7,5.1,6.9,1.2,0.8,0.2,1.0,1.8,15.6,
18,Dillon Brooks,Career,Oregon,109,98,5.4,11.4,.472,4.2,8.0,.518,1.2,3.4,.362,2.8,3.5,.794,1.6,2.9,4.5,2.6,0.9,0.5,2.1,2.9,14.8,8.23
19,Sterling Brown,Career,Washington,32,0,0.6,1.4,.435,0.4,0.9,.483,0.2,0.5,.353,0.3,0.5,.533,0.3,0.4,0.8,0.4,0.1,0.0,0.3,0.7,1.7,10.11
20,Ike Anigbogu,Career,UCLA,29,0,2.0,3.5,.564,2.0,3.5,.564,0.0,0.0,,0.8,1.5,.535,1.4,2.6,4.0,0.2,0.2,1.2,0.8,2.5,4.7,6.39
21,Sindarius Thornwell,Career,South Carolina,132,132,4.5,11.5,.392,3.2,7.5,.420,1.4,4.0,.339,4.3,5.6,.771,1.6,3.6,5.2,3.0,1.5,0.6,2.5,2.4,14.7,7.80
22,Monte Morris,Career,Iowa State,140,121,4.5,9.5,.476,3.5,6.7,.517,1.1,2.9,.381,2.0,2.6,.780,0.8,2.9,3.7,5.5,1.6,0.3,1.2,1.5,12.2,10.28
23,Edmond Sumner,Career,Xavier,58,49,3.5,8.2,.429,2.9,6.0,.483,0.6,2.2,.285,3.7,5.1,.730,0.5,3.0,3.5,3.8,1.2,0.4,2.2,2.3,11.4,9.81
24,Kadeem Allen,Career,Arizona,68,61,3.0,6.6,.459,2.3,4.8,.482,0.7,1.8,.400,2.3,3.1,.725,0.3,3.3,3.6,3.3,1.3,0.7,2.0,2.4,9.1,7.43
25,Alec Peters,Career,Valparaiso,134,134,5.9,12.1,.487,3.7,6.9,.539,2.2,5.2,.416,3.6,4.2,.846,2.0,5.5,7.4,1.5,0.8,0.3,1.9,2.1,17.5,-0.95
26,Nigel Williams-Goss,,Gonzaga,38,38,5.8,11.9,.486,4.7,8.8,.527,1.1,3.1,.368,4.1,4.8,.867,0.6,5.4,6.0,4.7,1.7,0.1,2.1,1.6,16.8,
27,Jabari Bird,Career,California,114,80,3.9,8.9,.442,2.3,4.5,.512,1.6,4.4,.371,1.2,1.6,.753,0.8,2.5,3.3,1.2,0.5,0.3,1.2,1.7,10.8,6.95
28,Jaron Blossomgame,Career,Clemson,128,125,4.9,10.0,.488,4.1,7.7,.541,0.8,2.4,.316,3.0,4.1,.724,1.9,4.6,6.5,1.1,0.6,0.7,1.5,1.6,13.5,7.50
29,Deandre Ayton,Career,Arizona,35,35,7.9,12.9,.612,7.5,11.9,.635,0.3,1.0,.343,4.0,5.5,.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1,6.84
30,Marvin Bagley III,Career,Duke,33,32,8.2,13.3,.614,7.5,11.6,.647,0.7,1.8,.397,4.0,6.3,.627,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21.0,9.70
31,Trae Young,Career,Oklahoma,32,32,8.2,19.3,.422,4.5,9.1,.493,3.7,10.3,.360,7.4,8.6,.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4,10.56
32,Collin Sexton,Career,Alabama,33,32,5.9,13.3,.447,4.6,9.3,.495,1.3,4.0,.336,5.9,7.6,.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,10.64
33,Mikal Bridges,Career,Villanova,116,73,3.9,7.5,.525,2.5,3.8,.645,1.5,3.7,.400,1.9,2.3,.845,1.1,3.2,4.3,1.6,1.4,0.9,1.1,2.2,11.3,9.74
34,Shai Gilgeous-Alexander,Career,Kentucky,37,24,4.9,10.2,.485,4.3,8.6,.500,0.6,1.5,.404,3.9,4.7,.817,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,10.73
35,Miles Bridges,Career,Michigan State,62,60,6.2,13.2,.470,4.2,7.8,.537,2.0,5.5,.375,2.5,3.2,.776,1.4,6.2,7.6,2.4,0.6,1.1,2.1,1.7,17.0,8.80
36,Jerome Robinson,Career,Bradley,113,68,2.7,6.2,.440,1.9,3.9,.477,0.8,2.3,.375,2.1,2.8,.741,,,3.2,1.8,0.8,0.6,1.5,1.8,8.4,3.22
37,Zhaire Smith,Career,Texas Tech,37,21,4.2,7.5,.556,3.7,6.4,.574,0.5,1.1,.450,2.5,3.4,.717,2.2,2.8,5.0,1.8,1.1,1.1,1.1,1.8,11.3,9.60
38,Donte DiVincenzo,Career,Villanova,85,12,3.6,7.6,.469,2.0,3.6,.573,1.5,4.0,.378,1.6,2.2,.705,1.1,2.9,4.0,2.4,0.9,0.2,1.6,1.8,10.2,9.74
39,Kevin Huerter,Career,Maryland,65,65,4.2,9.0,.466,2.1,3.6,.572,2.1,5.4,.394,1.5,2.0,.748,0.8,4.2,5.0,3.0,0.8,0.7,1.9,2.1,12.0,8.11
40,Josh Okogie,Career,Georgia Tech,61,61,5.4,12.3,.437,4.3,9.4,.454,1.1,2.8,.382,5.1,6.6,.777,1.8,4.0,5.8,2.0,1.5,0.8,2.3,2.7,16.9,7.84
41,Grayson Allen,Career,Duke,142,97,4.3,9.9,.430,2.2,4.5,.490,2.0,5.4,.380,3.5,4.2,.834,0.5,2.6,3.2,3.0,1.0,0.1,1.7,2.1,14.1,10.27
42,Chandler Hutchison,Career,Boise State,123,89,4.3,8.9,.476,3.6,7.1,.508,0.6,1.8,.353,2.9,4.2,.687,1.1,4.3,5.5,2.1,1.0,0.2,1.9,2.2,12.0,2.57
43,Aaron Holiday,Career,UCLA,101,65,4.7,10.5,.450,2.9,6.2,.469,1.8,4.2,.422,3.1,3.9,.795,0.5,2.7,3.2,4.7,1.2,0.2,3.0,2.7,14.3,7.65
44,Moritz Wagner,Career,Michigan,107,77,3.9,7.2,.547,2.9,4.5,.643,1.0,2.7,.385,1.5,2.2,.698,1.2,3.3,4.5,0.5,0.8,0.4,1.2,2.5,10.4,9.16
45,Landry Shamet,Career,Wichita State,71,68,4.2,8.7,.480,1.9,3.6,.542,2.2,5.1,.437,2.3,2.8,.811,0.5,2.5,3.0,4.1,0.8,0.2,1.5,2.1,12.9,4.22
46,Jacob Evans,Career,Cincinnati,105,80,4.0,9.4,.429,2.4,5.0,.476,1.7,4.4,.377,2.0,2.7,.755,1.3,3.0,4.3,2.5,1.1,0.9,1.3,2.0,11.7,4.76
47,Omari Spellman,Career,Villanova,40,39,4.0,8.4,.476,2.4,4.7,.511,1.6,3.8,.433,1.2,1.8,.700,2.3,5.8,8.0,0.8,0.7,1.5,1.0,2.3,10.9,10.24
48,Jevon Carter,Career,West Virginia,144,112,4.1,10.0,.407,2.4,5.3,.453,1.7,4.7,.355,2.4,3.0,.798,0.9,2.8,3.7,3.9,2.3,0.2,1.8,2.5,12.2,9.53
49,Jalen Brunson,Career,Villanova,116,115,5.0,9.8,.510,3.5,5.9,.587,1.5,3.9,.393,2.9,3.5,.820,0.4,2.1,2.5,3.7,0.8,0.0,1.9,1.8,14.4,9.74
50,Melvin Frazier,Career,Tulane,94,69,3.8,7.9,.481,3.0,5.2,.572,0.9,2.8,.312,2.1,3.2,.653,1.2,3.2,4.4,1.7,1.6,0.5,2.0,2.0,10.6,3.37
51,Khyri Thomas,Career,Creighton,102,95,4.2,8.2,.511,2.9,5.1,.578,1.3,3.2,.406,1.5,2.1,.719,1.1,3.5,4.6,2.5,1.4,0.3,1.6,1.8,11.2,7.83
52,Jarred Vanderbilt,Career,Kentucky,14,0,2.1,4.9,.426,2.1,4.8,.433,0.0,0.1,.000,1.7,2.7,.632,3.3,4.6,7.9,1.0,0.4,0.8,1.1,2.6,5.9,10.73
53,Bruce Brown,Career,Hampton,114,75,3.7,6.2,.602,3.7,6.2,.602,0.0,0.0,,1.5,3.2,.470,1.8,3.2,5.0,0.4,0.2,1.2,1.8,2.3,9.0,-10.69
54,Justin Jackson,Career,Tennessee,6,3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.0,8.12
55,Hamidou Diallo,Career,Kentucky,37,37,3.6,8.5,.428,2.9,6.4,.458,0.7,2.1,.338,2.1,3.4,.616,0.9,2.8,3.6,1.2,0.8,0.4,1.4,2.6,10.0,10.73
56,Keita Bates-Diop,Career,Ohio State,109,70,4.3,9.1,.472,3.2,5.9,.537,1.1,3.2,.352,1.9,2.5,.776,1.1,4.6,5.7,1.1,0.6,1.2,1.2,1.4,11.7,7.69
57,Chimezie Metu,Career,USC,104,71,4.8,8.9,.533,4.6,8.5,.545,0.1,0.4,.302,2.7,3.9,.692,1.8,4.5,6.3,1.2,0.7,1.6,1.7,2.5,12.3,6.77
58,Alize Johnson,Career,Missouri State,66,66,5.2,11.3,.457,3.9,7.5,.523,1.2,3.8,.325,3.3,4.6,.716,3.2,7.9,11.1,2.4,0.5,0.3,2.3,2.3,14.9,0.81
59,Tony Carr,Career,Penn State,70,70,5.5,13.9,.396,3.8,9.5,.397,1.7,4.4,.395,3.8,4.9,.786,0.8,4.1,4.9,4.6,0.7,0.3,2.4,2.0,16.6,8.35
60,Vince Edwards,,Western Kentucky,53,13,0.6,1.5,.390,0.6,1.5,.416,0.0,0.1,.000,0.2,0.5,.423,,,1.0,1.0,0.3,0.1,1.2,0.9,1.4,
61,Devon Hall,Career,Virginia,128,89,2.4,5.7,.419,1.5,3.4,.440,0.9,2.3,.389,1.2,1.5,.807,0.3,2.8,3.2,2.1,0.6,0.2,0.9,1.4,6.9,9.73
62,Kevin Hervey,Career,UT Arlington,115,84,5.5,12.5,.440,3.7,7.0,.530,1.8,5.5,.324,2.8,3.6,.768,1.9,6.1,8.0,1.9,1.0,0.5,2.1,1.9,15.5,-2.12
63,Thomas Welsh,Career,UCLA,132,94,4.0,7.5,.537,3.7,6.6,.554,0.3,0.9,.407,1.0,1.3,.798,2.4,5.5,7.8,0.8,0.4,1.1,0.7,2.5,9.5,7.80
64,George King,Career,Colorado,127,89,3.5,7.9,.444,2.1,4.3,.478,1.4,3.6,.401,1.8,2.4,.731,1.4,3.9,5.4,0.7,0.4,0.3,1.5,1.8,10.2,7.36
65,Kostas Antetokounmpo,Career,Dayton,29,6,2.0,3.5,.574,1.9,3.0,.651,0.1,0.5,.133,1.1,2.2,.516,0.8,2.0,2.9,0.4,0.2,1.1,1.3,2.3,5.2,2.71
66,Zion Williamson,Career,Duke,33,33,9.0,13.2,.680,8.2,11.0,.747,0.7,2.2,.338,3.9,6.2,.640,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,11.98
67,RJ Barrett,Career,Duke,38,38,8.4,18.5,.454,6.5,12.2,.529,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,11.98
68,Darius Garland,Career,Vanderbilt,5,5,5.8,10.8,.537,3.6,6.2,.581,2.2,4.6,.478,2.4,3.2,.750,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,7.79
69,Jarrett Culver,Career,Texas Tech,75,58,5.3,11.6,.459,3.9,7.5,.522,1.4,4.1,.341,2.9,4.2,.687,1.2,4.4,5.6,2.8,1.3,0.6,2.1,2.0,14.9,9.56
70,Coby White,Career,UNC,35,35,5.4,12.7,.423,3.0,6.1,.500,2.3,6.6,.353,3.0,3.7,.800,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,11.35
71,Jaxson Hayes,Career,Texas,32,21,3.8,5.3,.728,3.8,5.3,.728,0.0,0.0,,2.3,3.1,.740,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,11.46
72,Rui Hachimura,Career,Gonzaga,102,39,4.5,7.8,.579,4.3,7.1,.607,0.2,0.7,.316,2.8,3.7,.746,1.1,3.3,4.4,0.8,0.6,0.5,1.2,1.6,12.1,3.91
73,Cam Reddish,Career,Duke,36,35,4.3,12.0,.356,1.8,4.6,.394,2.5,7.4,.333,2.4,3.2,.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,11.98
74,Cameron Johnson,Career,Texas State,118,79,3.7,8.0,.464,3.7,8.0,.465,0.0,0.0,.333,2.6,4.3,.611,2.1,3.3,5.4,0.7,0.9,0.5,2.0,3.2,10.1,-4.62
75,Tyler Herro,Career,Kentucky,37,37,5.0,10.9,.462,3.4,6.3,.538,1.6,4.6,.355,2.4,2.5,.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,10.29
76,Romeo Langford,Career,Indiana,32,32,5.5,12.3,.448,4.5,8.4,.530,1.1,3.9,.272,4.4,6.1,.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,10.10
77,Chuma Okeke,Career,Auburn,72,38,3.6,7.5,.481,2.4,4.3,.550,1.2,3.2,.389,1.4,2.0,.703,2.4,3.9,6.3,1.5,1.3,1.0,1.3,1.9,9.9,9.11
78,Nickeil Alexander-Walker,Career,Virginia Tech,67,67,4.7,10.1,.464,3.0,5.6,.529,1.7,4.5,.383,2.4,3.1,.763,0.6,3.4,4.0,2.7,1.4,0.5,2.2,1.9,13.5,7.25
79,Matisse Thybulle,Career,Washington,135,134,3.3,7.6,.429,1.9,3.7,.507,1.4,4.0,.358,1.3,1.6,.782,0.9,2.2,3.1,2.0,2.5,1.4,1.9,2.8,9.2,7.00
80,Brandon Clarke,,Gonzaga,37,36,6.9,10.1,.687,6.8,9.7,.705,0.1,0.4,.267,2.9,4.2,.694,3.1,5.5,8.6,1.9,1.2,3.2,1.5,2.1,16.9,
81,Grant Williams,Career,Tennessee,104,101,5.3,10.2,.516,5.0,9.2,.540,0.3,1.0,.291,4.8,6.4,.758,2.5,4.0,6.5,2.1,0.9,1.5,2.1,3.2,15.7,10.15
82,Ty Jerome,Career,Virginia,105,76,3.5,8.0,.435,1.9,3.9,.479,1.6,4.0,.392,1.1,1.4,.788,0.3,2.8,3.0,3.7,1.2,0.0,1.4,1.9,9.6,10.04
83,Nassir Little,Career,UNC,36,0,3.6,7.6,.478,3.3,6.2,.527,0.4,1.4,.269,2.1,2.8,.770,1.6,3.0,4.6,0.7,0.5,0.5,1.3,1.6,9.8,11.35
84,Dylan Windler,Career,Belmont,128,97,4.6,8.6,.541,2.9,4.4,.669,1.7,4.2,.406,2.2,2.9,.761,1.6,6.2,7.8,2.0,1.0,0.8,1.6,2.4,13.2,-2.32
85,Mfiondu Kabengele,Career,Florida State,71,0,3.5,7.0,.498,3.0,5.8,.526,0.5,1.3,.374,2.8,3.9,.724,2.0,3.3,5.3,0.3,0.5,1.2,1.2,2.4,10.3,9.38
86,Jordan Poole,Career,Michigan,75,37,3.1,7.3,.434,1.6,3.1,.519,1.5,4.1,.370,1.6,1.9,.831,0.1,2.0,2.2,1.4,0.8,0.2,1.1,1.5,9.4,9.98
87,Keldon Johnson,Career,Kentucky,37,36,4.6,10.1,.461,3.4,6.9,.498,1.2,3.2,.381,2.9,4.2,.703,1.3,4.5,5.9,1.6,0.8,0.2,1.6,2.2,13.5,10.29
88,Carsen Edwards,Career,Purdue,108,94,5.9,14.2,.412,3.3,7.2,.455,2.6,7.1,.368,3.4,4.2,.817,0.4,3.0,3.4,2.5,1.2,0.2,2.2,1.9,17.8,9.84
89,Bruno Fernando,Career,Maryland,64,53,4.5,7.6,.595,4.5,7.4,.603,0.1,0.2,.308,2.9,3.8,.763,2.3,6.5,8.7,1.4,0.5,1.6,2.3,2.8,12.0,9.02
90,Cody Martin,,Nevada,70,68,4.9,9.6,.511,4.2,7.5,.560,0.7,2.1,.336,2.5,3.5,.725,1.4,4.0,5.4,4.8,1.5,1.1,2.0,2.5,13.1,
91,Daniel Gafford,Career,Arkansas,67,58,5.6,8.9,.635,5.6,8.9,.635,0.0,0.0,,3.0,5.3,.562,2.5,4.9,7.4,0.7,0.7,2.1,1.7,3.0,14.3,9.31
92,Justin James,Career,Sacred Heart,93,19,1.9,4.7,.402,1.4,3.2,.433,0.5,1.5,.336,0.5,0.8,.676,1.2,1.8,2.9,0.6,0.8,0.5,1.3,2.3,4.8,-8.16
93,Eric Paschall,,Villanova,110,82,4.0,8.2,.487,2.9,4.8,.591,1.1,3.4,.338,2.3,3.1,.756,1.5,3.6,5.1,1.7,0.7,0.5,1.7,2.4,11.4,
94,Admiral Schofield,Career,Tennessee,132,95,4.4,9.7,.458,3.0,6.1,.501,1.4,3.6,.387,1.6,2.1,.763,1.3,4.1,5.3,1.3,0.7,0.4,1.4,2.6,11.9,9.58
95,Jaylen Nowell,Career,Washington,70,67,6.0,12.6,.476,4.7,9.4,.504,1.3,3.2,.396,2.8,3.5,.789,1.0,3.7,4.6,2.9,1.2,0.3,2.7,2.5,16.1,6.54
